sentence|tone|rater_order|current_rating
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|grateful|4|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|happy|0|3
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|happy|1|3
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|happy|2|3
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|happy|3|3
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|happy|4|4
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|indignant|0|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|indignant|1|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|indignant|2|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|indignant|3|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|indignant|4|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|irritated|0|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|irritated|1|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|irritated|2|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|irritated|3|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|irritated|4|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|joyful|0|3.5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|joyful|1|3
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|joyful|2|3
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|joyful|3|3
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|joyful|4|3
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|nostalgic|0|5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|nostalgic|1|5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|nostalgic|2|5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|nostalgic|3|5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|nostalgic|4|5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|pleased|0|2
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|pleased|1|2
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|pleased|2|2
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|pleased|3|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|pleased|4|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|proud|0|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|proud|1|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|proud|2|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|proud|3|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|proud|4|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reassuring|0|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reassuring|1|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reassuring|2|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reassuring|3|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reassuring|4|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reflective|0|5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reflective|1|5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reflective|2|4
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reflective|3|5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|reflective|4|5
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|relieved|0|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|relieved|1|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|relieved|2|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|relieved|3|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|relieved|4|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|resigned|0|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|resigned|1|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|resigned|2|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|resigned|3|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|resigned|4|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|sad|0|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|sad|1|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|sad|2|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|sad|3|2
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|sad|4|2
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|sarcastic|0|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|sarcastic|1|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|sarcastic|2|1
Do you remember those endless summers we spent at grandma's lake house, fishing and telling stories around the campfire?|sarcastic|3|1
