_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,word_1,word_2,idx_1,idx_2,order
{},False,{},73,2023-12-15 23:12:52,False,,,EvaluationTrial,587,587,True,587,5,4,evaluations,"{""id"": 586, ""word_1"": ""grateful"", ""word_2"": ""uncertain"", ""idx_1"": 18, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,1,True,105.0,,,4.213,113.0,119.5,6.5,0,default,EvaluationTrial,Info,grateful,uncertain,18,37,0
{},False,{},74,2023-12-15 23:12:54,False,,,EvaluationTrial,115,115,True,115,3,3,evaluations,"{""id"": 114, ""word_1"": ""angry"", ""word_2"": ""uncertain"", ""idx_1"": 2, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,4,True,104.0,,,1.67,171.5,178.0,6.5,0,default,EvaluationTrial,Info,angry,uncertain,2,37,0
{},False,{},75,2023-12-15 23:12:54,False,,,EvaluationTrial,454,454,True,454,2,1,evaluations,"{""id"": 453, ""word_1"": ""disappointed"", ""word_2"": ""pleased"", ""idx_1"": 13, ""idx_2"": 24, ""order"": 0}",True,False,,0.0,,2,True,106.0,,,0.871,373.0,379.5,6.5,0,default,EvaluationTrial,Info,disappointed,pleased,13,24,0
{},False,{},76,2023-12-15 23:12:56,False,,,EvaluationTrial,458,458,True,458,6,5,evaluations,"{""id"": 457, ""word_1"": ""disappointed"", ""word_2"": ""relieved"", ""idx_1"": 13, ""idx_2"": 28, ""order"": 1}",True,False,,0.0,,1,True,114.0,,,8.089,100.0,106.5,6.5,0,default,EvaluationTrial,Info,disappointed,relieved,13,28,1
{},False,{},77,2023-12-15 23:12:57,False,,,EvaluationTrial,12,12,True,12,3,3,evaluations,"{""id"": 11, ""word_1"": ""admiring"", ""word_2"": ""descriptive"", ""idx_1"": 0, ""idx_2"": 11, ""order"": 0}",True,False,,0.0,,4,True,108.0,,,2.642,178.0,184.5,6.5,0,default,EvaluationTrial,Info,admiring,descriptive,0,11,0
{},False,{},78,2023-12-15 23:12:57,False,,,EvaluationTrial,333,333,True,333,5,4,evaluations,"{""id"": 332, ""word_1"": ""curious"", ""word_2"": ""frustrated"", ""idx_1"": 9, ""idx_2"": 17, ""order"": 0}",True,False,,0.0,,1,True,109.0,,,1.804,119.5,126.0,6.5,0,default,EvaluationTrial,Info,curious,frustrated,9,17,0
{},False,{},79,2023-12-15 23:12:58,False,,,EvaluationTrial,185,185,True,185,2,1,evaluations,"{""id"": 184, ""word_1"": ""anxious"", ""word_2"": ""surprised"", ""idx_1"": 4, ""idx_2"": 34, ""order"": 0}",True,False,,0.0,,2,True,107.0,,,1.037,379.5,386.0,6.5,0,default,EvaluationTrial,Info,anxious,surprised,4,34,0
{},False,{},80,2023-12-15 23:13:00,False,,,EvaluationTrial,207,207,True,207,2,1,evaluations,"{""id"": 206, ""word_1"": ""apologetic"", ""word_2"": ""irritated"", ""idx_1"": 5, ""idx_2"": 21, ""order"": 1}",True,False,,0.0,,2,True,110.0,,,1.287,386.0,392.5,6.5,0,default,EvaluationTrial,Info,apologetic,irritated,5,21,1
{},False,{},81,2023-12-15 23:13:00,False,,,EvaluationTrial,192,192,True,192,3,3,evaluations,"{""id"": 191, ""word_1"": ""apologetic"", ""word_2"": ""appreciative"", ""idx_1"": 5, ""idx_2"": 6, ""order"": 0}",True,False,,0.0,,2,True,112.0,,,1.686,184.5,191.0,6.5,0,default,EvaluationTrial,Info,apologetic,appreciative,5,6,0
{},False,{},82,2023-12-15 23:13:00,False,,,EvaluationTrial,318,318,True,318,5,4,evaluations,"{""id"": 317, ""word_1"": ""confused"", ""word_2"": ""skeptical"", ""idx_1"": 8, ""idx_2"": 33, ""order"": 1}",True,False,,0.0,,4,True,113.0,,,1.843,126.0,132.5,6.5,0,default,EvaluationTrial,Info,confused,skeptical,8,33,1
{},False,{},83,2023-12-15 23:13:03,False,,,EvaluationTrial,728,728,True,728,2,1,evaluations,"{""id"": 727, ""word_1"": ""reassuring"", ""word_2"": ""urgent"", ""idx_1"": 26, ""idx_2"": 38, ""order"": 1}",True,False,,0.0,,2,True,117.0,,,2.098,392.5,399.0,6.5,0,default,EvaluationTrial,Info,reassuring,urgent,26,38,1
{},False,{},84,2023-12-15 23:13:03,False,,,EvaluationTrial,210,210,True,210,3,3,evaluations,"{""id"": 209, ""word_1"": ""apologetic"", ""word_2"": ""pleased"", ""idx_1"": 5, ""idx_2"": 24, ""order"": 0}",True,False,,0.0,,2,True,116.0,,,1.857,191.0,197.5,6.5,0,default,EvaluationTrial,Info,apologetic,pleased,5,24,0
{},False,{},85,2023-12-15 23:13:03,False,,,EvaluationTrial,60,60,True,60,5,4,evaluations,"{""id"": 59, ""word_1"": ""affectionate"", ""word_2"": ""indignant"", ""idx_1"": 1, ""idx_2"": 20, ""order"": 0}",True,False,,0.0,,2,True,115.0,,,1.207,132.5,139.0,6.5,0,default,EvaluationTrial,Info,affectionate,indignant,1,20,0
{},False,{},86,2023-12-15 23:13:05,False,,,EvaluationTrial,754,754,True,754,6,5,evaluations,"{""id"": 753, ""word_1"": ""relieved"", ""word_2"": ""worried"", ""idx_1"": 28, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,2,True,119.0,,,3.575,106.5,113.0,6.5,0,default,EvaluationTrial,Info,relieved,worried,28,39,1
{},False,{},87,2023-12-15 23:13:06,False,,,EvaluationTrial,29,29,True,29,5,4,evaluations,"{""id"": 28, ""word_1"": ""admiring"", ""word_2"": ""relieved"", ""idx_1"": 0, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,4,True,122.0,,,2.489,139.0,145.5,6.5,0,default,EvaluationTrial,Info,admiring,relieved,0,28,0
{},False,{},88,2023-12-15 23:13:07,False,,,EvaluationTrial,568,568,True,568,3,3,evaluations,"{""id"": 567, ""word_1"": ""grateful"", ""word_2"": ""grateful"", ""idx_1"": 18, ""idx_2"": 18, ""order"": 1}",True,False,,0.0,,5,True,121.0,,,2.043,197.5,204.0,6.5,0,default,EvaluationTrial,Info,grateful,grateful,18,18,1
{},False,{},89,2023-12-15 23:13:07,False,,,EvaluationTrial,807,807,True,807,2,1,evaluations,"{""id"": 806, ""word_1"": ""sympathetic"", ""word_2"": ""thankful"", ""idx_1"": 35, ""idx_2"": 36, ""order"": 1}",True,False,,0.0,,4,True,120.0,,,1.489,399.0,405.5,6.5,0,default,EvaluationTrial,Info,sympathetic,thankful,35,36,1
{},False,{},90,2023-12-15 23:13:09,False,,,EvaluationTrial,260,260,True,260,6,5,evaluations,"{""id"": 259, ""word_1"": ""concerned"", ""word_2"": ""concerned"", ""idx_1"": 7, ""idx_2"": 7, ""order"": 0}",True,False,,0.0,,5,True,124.0,,,3.047,113.0,119.5,6.5,0,default,EvaluationTrial,Info,concerned,concerned,7,7,0
{},False,{},91,2023-12-15 23:13:10,False,,,EvaluationTrial,175,175,True,175,2,1,evaluations,"{""id"": 174, ""word_1"": ""anxious"", ""word_2"": ""pleased"", ""idx_1"": 4, ""idx_2"": 24, ""order"": 1}",True,False,,0.0,,2,True,123.0,,,0.92,405.5,412.0,6.5,0,default,EvaluationTrial,Info,anxious,pleased,4,24,1
{},False,{},92,2023-12-15 23:13:10,False,,,EvaluationTrial,336,336,True,336,3,3,evaluations,"{""id"": 335, ""word_1"": ""curious"", ""word_2"": ""indignant"", ""idx_1"": 9, ""idx_2"": 20, ""order"": 0}",True,False,,0.0,,4,True,126.0,,,3.906,204.0,210.5,6.5,0,default,EvaluationTrial,Info,curious,indignant,9,20,0
{},False,{},93,2023-12-15 23:13:10,False,,,EvaluationTrial,643,643,True,643,5,4,evaluations,"{""id"": 642, ""word_1"": ""irritated"", ""word_2"": ""skeptical"", ""idx_1"": 21, ""idx_2"": 33, ""order"": 0}",True,False,,0.0,,4,True,125.0,,,2.661,145.5,152.0,6.5,0,default,EvaluationTrial,Info,irritated,skeptical,21,33,0
{},False,{},94,2023-12-15 23:13:12,False,,,EvaluationTrial,624,624,True,624,2,1,evaluations,"{""id"": 623, ""word_1"": ""indignant"", ""word_2"": ""skeptical"", ""idx_1"": 20, ""idx_2"": 33, ""order"": 0}",True,False,,0.0,,4,True,127.0,,,1.568,412.0,418.5,6.5,0,default,EvaluationTrial,Info,indignant,skeptical,20,33,0
{},False,{},95,2023-12-15 23:13:14,False,,,EvaluationTrial,386,386,True,386,6,5,evaluations,"{""id"": 385, ""word_1"": ""descriptive"", ""word_2"": ""descriptive"", ""idx_1"": 11, ""idx_2"": 11, ""order"": 0}",True,False,,0.0,,5,True,128.0,,,2.68,119.5,126.0,6.5,0,default,EvaluationTrial,Info,descriptive,descriptive,11,11,0
{},False,{},96,2023-12-15 23:13:14,False,,,EvaluationTrial,7,7,True,7,5,4,evaluations,"{""id"": 6, ""word_1"": ""admiring"", ""word_2"": ""appreciative"", ""idx_1"": 0, ""idx_2"": 6, ""order"": 1}",True,False,,0.0,,4,True,141.0,,,15.44,152.0,158.5,6.5,0,default,EvaluationTrial,Info,admiring,appreciative,0,6,1
{},False,{},97,2023-12-15 23:13:15,False,,,EvaluationTrial,7,7,True,7,3,3,evaluations,"{""id"": 6, ""word_1"": ""admiring"", ""word_2"": ""appreciative"", ""idx_1"": 0, ""idx_2"": 6, ""order"": 0}",True,False,,0.0,,5,True,130.0,,,3.727,210.5,217.0,6.5,0,default,EvaluationTrial,Info,admiring,appreciative,0,6,0
{},False,{},98,2023-12-15 23:13:15,False,,,EvaluationTrial,780,780,True,780,2,1,evaluations,"{""id"": 779, ""word_1"": ""sarcastic"", ""word_2"": ""sympathetic"", ""idx_1"": 31, ""idx_2"": 35, ""order"": 1}",True,False,,0.0,,2,True,129.0,,,1.236,418.5,425.0,6.5,0,default,EvaluationTrial,Info,sarcastic,sympathetic,31,35,1
{},False,{},99,2023-12-15 23:13:17,False,,,EvaluationTrial,793,793,True,793,6,5,evaluations,"{""id"": 792, ""word_1"": ""skeptical"", ""word_2"": ""skeptical"", ""idx_1"": 33, ""idx_2"": 33, ""order"": 1}",True,False,,0.0,,4,True,131.0,,,2.616,126.0,132.5,6.5,0,default,EvaluationTrial,Info,skeptical,skeptical,33,33,1
{},False,{},100,2023-12-15 23:13:18,False,,,EvaluationTrial,30,30,True,30,2,1,evaluations,"{""id"": 29, ""word_1"": ""admiring"", ""word_2"": ""resigned"", ""idx_1"": 0, ""idx_2"": 29, ""order"": 0}",True,False,,0.0,,2,True,132.0,,,1.101,425.0,431.5,6.5,0,default,EvaluationTrial,Info,admiring,resigned,0,29,0
{},False,{},101,2023-12-15 23:13:19,False,,,EvaluationTrial,195,195,True,195,3,3,evaluations,"{""id"": 194, ""word_1"": ""apologetic"", ""word_2"": ""curious"", ""idx_1"": 5, ""idx_2"": 9, ""order"": 1}",True,False,,0.0,,2,True,133.0,,,1.76,217.0,223.5,6.5,0,default,EvaluationTrial,Info,apologetic,curious,5,9,1
{},False,{},102,2023-12-15 23:13:21,False,,,EvaluationTrial,590,590,True,590,6,5,evaluations,"{""id"": 589, ""word_1"": ""happy"", ""word_2"": ""happy"", ""idx_1"": 19, ""idx_2"": 19, ""order"": 0}",True,False,,0.0,,4,True,134.0,,,1.243,132.5,139.0,6.5,0,default,EvaluationTrial,Info,happy,happy,19,19,0
{},False,{},103,2023-12-15 23:13:21,False,,,EvaluationTrial,387,387,True,387,2,1,evaluations,"{""id"": 386, ""word_1"": ""descriptive"", ""word_2"": ""desperate"", ""idx_1"": 11, ""idx_2"": 12, ""order"": 0}",True,False,,0.0,,2,True,135.0,,,1.055,431.5,438.0,6.5,0,default,EvaluationTrial,Info,descriptive,desperate,11,12,0
{},False,{},104,2023-12-15 23:13:22,False,,,EvaluationTrial,816,816,True,816,3,3,evaluations,"{""id"": 815, ""word_1"": ""uncertain"", ""word_2"": ""urgent"", ""idx_1"": 37, ""idx_2"": 38, ""order"": 1}",True,False,,0.0,,4,True,137.0,,,3.166,223.5,230.0,6.5,0,default,EvaluationTrial,Info,uncertain,urgent,37,38,1
{},False,{},105,2023-12-15 23:13:23,False,,,EvaluationTrial,325,325,True,325,6,5,evaluations,"{""id"": 324, ""word_1"": ""curious"", ""word_2"": ""curious"", ""idx_1"": 9, ""idx_2"": 9, ""order"": 1}",True,False,,0.0,,5,True,136.0,,,1.332,139.0,145.5,6.5,0,default,EvaluationTrial,Info,curious,curious,9,9,1
{},False,{},106,2023-12-15 23:13:23,False,,,EvaluationTrial,675,675,True,675,2,1,evaluations,"{""id"": 674, ""word_1"": ""nostalgic"", ""word_2"": ""sad"", ""idx_1"": 23, ""idx_2"": 30, ""order"": 0}",True,False,,0.0,,5,True,138.0,,,2.102,438.0,444.5,6.5,0,default,EvaluationTrial,Info,nostalgic,sad,23,30,0
{},False,{},107,2023-12-15 23:13:25,False,,,EvaluationTrial,444,444,True,444,6,5,evaluations,"{""id"": 443, ""word_1"": ""disappointed"", ""word_2"": ""encouraging"", ""idx_1"": 13, ""idx_2"": 14, ""order"": 1}",True,False,,0.0,,1,True,139.0,,,2.027,145.5,152.0,6.5,0,default,EvaluationTrial,Info,disappointed,encouraging,13,14,1
{},False,{},108,2023-12-15 23:13:27,False,,,EvaluationTrial,552,552,True,552,3,3,evaluations,"{""id"": 551, ""word_1"": ""frustrated"", ""word_2"": ""pleased"", ""idx_1"": 17, ""idx_2"": 24, ""order"": 0}",True,False,,0.0,,1,True,142.0,,,2.843,230.0,236.5,6.5,0,default,EvaluationTrial,Info,frustrated,pleased,17,24,0
{},False,{},109,2023-12-15 23:13:27,False,,,EvaluationTrial,104,104,True,104,2,1,evaluations,"{""id"": 103, ""word_1"": ""angry"", ""word_2"": ""reassuring"", ""idx_1"": 2, ""idx_2"": 26, ""order"": 0}",True,False,,0.0,,1,True,140.0,,,1.322,444.5,451.0,6.5,0,default,EvaluationTrial,Info,angry,reassuring,2,26,0
{},False,{},110,2023-12-15 23:13:28,False,,,EvaluationTrial,120,120,True,120,6,5,evaluations,"{""id"": 119, ""word_1"": ""annoyed"", ""word_2"": ""apologetic"", ""idx_1"": 3, ""idx_2"": 5, ""order"": 1}",True,False,,0.0,,4,True,143.0,,,2.755,152.0,158.5,6.5,0,default,EvaluationTrial,Info,annoyed,apologetic,3,5,1
{},False,{},111,2023-12-15 23:13:30,False,,,EvaluationTrial,748,748,True,748,2,1,evaluations,"{""id"": 747, ""word_1"": ""relieved"", ""word_2"": ""skeptical"", ""idx_1"": 28, ""idx_2"": 33, ""order"": 0}",True,False,,0.0,,1,True,146.0,,,2.597,451.0,457.5,6.5,0,default,EvaluationTrial,Info,relieved,skeptical,28,33,0
{},False,{},112,2023-12-15 23:13:30,False,,,EvaluationTrial,737,737,True,737,5,4,evaluations,"{""id"": 736, ""word_1"": ""reflective"", ""word_2"": ""surprised"", ""idx_1"": 27, ""idx_2"": 34, ""order"": 1}",True,False,,0.0,,4,True,150.0,,,5.703,158.5,165.0,6.5,0,default,EvaluationTrial,Info,reflective,surprised,27,34,1
{},False,{},113,2023-12-15 23:13:31,False,,,EvaluationTrial,267,267,True,267,3,3,evaluations,"{""id"": 266, ""word_1"": ""concerned"", ""word_2"": ""encouraging"", ""idx_1"": 7, ""idx_2"": 14, ""order"": 1}",True,False,,0.0,,1,True,144.0,,,2.075,236.5,243.0,6.5,0,default,EvaluationTrial,Info,concerned,encouraging,7,14,1
{},False,{},114,2023-12-15 23:13:32,False,,,EvaluationTrial,378,378,True,378,6,5,evaluations,"{""id"": 377, ""word_1"": ""defensive"", ""word_2"": ""shocked"", ""idx_1"": 10, ""idx_2"": 32, ""order"": 1}",True,False,,0.0,,4,True,145.0,,,1.512,158.5,165.0,6.5,0,default,EvaluationTrial,Info,defensive,shocked,10,32,1
{},False,{},115,2023-12-15 23:13:34,False,,,EvaluationTrial,631,631,True,631,3,3,evaluations,"{""id"": 630, ""word_1"": ""irritated"", ""word_2"": ""irritated"", ""idx_1"": 21, ""idx_2"": 21, ""order"": 1}",True,False,,0.0,,5,True,149.0,,,1.532,243.0,249.5,6.5,0,default,EvaluationTrial,Info,irritated,irritated,21,21,1
{},False,{},116,2023-12-15 23:13:34,False,,,EvaluationTrial,130,130,True,130,6,5,evaluations,"{""id"": 129, ""word_1"": ""annoyed"", ""word_2"": ""excited"", ""idx_1"": 3, ""idx_2"": 15, ""order"": 1}",True,False,,0.0,,1,True,148.0,,,1.562,165.0,171.5,6.5,0,default,EvaluationTrial,Info,annoyed,excited,3,15,1
{},False,{},117,2023-12-15 23:13:34,False,,,EvaluationTrial,307,307,True,307,2,1,evaluations,"{""id"": 306, ""word_1"": ""confused"", ""word_2"": ""joyful"", ""idx_1"": 8, ""idx_2"": 22, ""order"": 1}",True,False,,0.0,,1,True,147.0,,,0.911,457.5,464.0,6.5,0,default,EvaluationTrial,Info,confused,joyful,8,22,1
{},False,{},118,2023-12-15 23:13:37,False,,,EvaluationTrial,383,383,True,383,2,1,evaluations,"{""id"": 382, ""word_1"": ""defensive"", ""word_2"": ""uncertain"", ""idx_1"": 10, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,1,True,151.0,,,0.553,464.0,470.5,6.5,0,default,EvaluationTrial,Info,defensive,uncertain,10,37,0
{},False,{},119,2023-12-15 23:13:37,False,,,EvaluationTrial,556,556,True,556,6,5,evaluations,"{""id"": 555, ""word_1"": ""frustrated"", ""word_2"": ""relieved"", ""idx_1"": 17, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,1,True,152.0,,,1.512,171.5,178.0,6.5,0,default,EvaluationTrial,Info,frustrated,relieved,17,28,0
{},False,{},120,2023-12-15 23:13:37,False,,,EvaluationTrial,775,775,True,775,3,3,evaluations,"{""id"": 774, ""word_1"": ""sad"", ""word_2"": ""worried"", ""idx_1"": 30, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,4,True,156.0,,,5.202,249.5,256.0,6.5,0,default,EvaluationTrial,Info,sad,worried,30,39,1
{},False,{},121,2023-12-15 23:13:37,False,,,EvaluationTrial,660,660,True,660,5,4,evaluations,"{""id"": 659, ""word_1"": ""joyful"", ""word_2"": ""shocked"", ""idx_1"": 22, ""idx_2"": 32, ""order"": 0}",True,False,,0.0,,2,True,153.0,,,2.118,165.0,171.5,6.5,0,default,EvaluationTrial,Info,joyful,shocked,22,32,0
{},False,{},122,2023-12-15 23:13:39,False,,,EvaluationTrial,695,695,True,695,2,1,evaluations,"{""id"": 694, ""word_1"": ""pleased"", ""word_2"": ""surprised"", ""idx_1"": 24, ""idx_2"": 34, ""order"": 1}",True,False,,0.0,,4,True,154.0,,,1.557,470.5,477.0,6.5,0,default,EvaluationTrial,Info,pleased,surprised,24,34,1
{},False,{},123,2023-12-15 23:13:40,False,,,EvaluationTrial,610,610,True,610,6,5,evaluations,"{""id"": 609, ""word_1"": ""happy"", ""word_2"": ""worried"", ""idx_1"": 19, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,1,True,155.0,,,0.97,178.0,184.5,6.5,0,default,EvaluationTrial,Info,happy,worried,19,39,1
{},False,{},124,2023-12-15 23:13:41,False,,,EvaluationTrial,505,505,True,505,5,4,evaluations,"{""id"": 504, ""word_1"": ""excited"", ""word_2"": ""pleased"", ""idx_1"": 15, ""idx_2"": 24, ""order"": 1}",True,False,,0.0,,5,True,199.0,,,51.437,171.5,178.0,6.5,0,default,EvaluationTrial,Info,excited,pleased,15,24,1
{},False,{},125,2023-12-15 23:13:42,False,,,EvaluationTrial,31,31,True,31,2,1,evaluations,"{""id"": 30, ""word_1"": ""admiring"", ""word_2"": ""sad"", ""idx_1"": 0, ""idx_2"": 30, ""order"": 0}",True,False,,0.0,,2,True,157.0,,,1.393,477.0,483.5,6.5,0,default,EvaluationTrial,Info,admiring,sad,0,30,0
{},False,{},126,2023-12-15 23:13:42,False,,,EvaluationTrial,810,810,True,810,6,5,evaluations,"{""id"": 809, ""word_1"": ""sympathetic"", ""word_2"": ""worried"", ""idx_1"": 35, ""idx_2"": 39, ""order"": 0}",True,False,,0.0,,4,True,159.0,,,3.257,184.5,191.0,6.5,0,default,EvaluationTrial,Info,sympathetic,worried,35,39,0
{},False,{},127,2023-12-15 23:13:44,False,,,EvaluationTrial,13,13,True,13,3,3,evaluations,"{""id"": 12, ""word_1"": ""admiring"", ""word_2"": ""desperate"", ""idx_1"": 0, ""idx_2"": 12, ""order"": 0}",True,False,,0.0,,1,True,158.0,,,1.755,256.0,262.5,6.5,0,default,EvaluationTrial,Info,admiring,desperate,0,12,0
{},False,{},128,2023-12-15 23:13:45,False,,,EvaluationTrial,719,719,True,719,2,1,evaluations,"{""id"": 718, ""word_1"": ""reassuring"", ""word_2"": ""resigned"", ""idx_1"": 26, ""idx_2"": 29, ""order"": 1}",True,False,,0.0,,2,True,161.0,,,1.716,483.5,490.0,6.5,0,default,EvaluationTrial,Info,reassuring,resigned,26,29,1
{},False,{},129,2023-12-15 23:13:46,False,,,EvaluationTrial,86,86,True,86,3,3,evaluations,"{""id"": 85, ""word_1"": ""angry"", ""word_2"": ""confused"", ""idx_1"": 2, ""idx_2"": 8, ""order"": 0}",True,False,,0.0,,4,True,163.0,,,2.138,262.5,269.0,6.5,0,default,EvaluationTrial,Info,angry,confused,2,8,0
{},False,{},130,2023-12-15 23:13:46,False,,,EvaluationTrial,106,106,True,106,6,5,evaluations,"{""id"": 105, ""word_1"": ""angry"", ""word_2"": ""relieved"", ""idx_1"": 2, ""idx_2"": 28, ""order"": 1}",True,False,,0.0,,1,True,162.0,,,1.272,191.0,197.5,6.5,0,default,EvaluationTrial,Info,angry,relieved,2,28,1
{},False,{},131,2023-12-15 23:13:47,False,,,EvaluationTrial,282,282,True,282,1,2,evaluations,"{""id"": 281, ""word_1"": ""concerned"", ""word_2"": ""resigned"", ""idx_1"": 7, ""idx_2"": 29, ""order"": 1}",True,False,,0.0,,4,True,166.0,,,4.532,210.5,217.0,6.5,0,default,EvaluationTrial,Info,concerned,resigned,7,29,1
,False,{},132,2023-12-15 23:13:47,False,,,EvaluationTrial,748,748,True,748,2,1,evaluations,"{""id"": 747, ""word_1"": ""relieved"", ""word_2"": ""skeptical"", ""idx_1"": 28, ""idx_2"": 33, ""order"": 0}",True,True,,0.0,111.0,2,False,164.0,0.0,1.0,1.281,490.0,496.5,6.5,0,default,EvaluationTrial,Info,relieved,skeptical,28,33,0
{},False,{},133,2023-12-15 23:13:48,False,,,EvaluationTrial,312,312,True,312,6,5,evaluations,"{""id"": 311, ""word_1"": ""confused"", ""word_2"": ""reflective"", ""idx_1"": 8, ""idx_2"": 27, ""order"": 1}",True,False,,0.0,,1,True,165.0,,,1.561,197.5,204.0,6.5,0,default,EvaluationTrial,Info,confused,reflective,8,27,1
{},False,{},134,2023-12-15 23:13:49,False,,,EvaluationTrial,305,305,True,305,3,3,evaluations,"{""id"": 304, ""word_1"": ""confused"", ""word_2"": ""indignant"", ""idx_1"": 8, ""idx_2"": 20, ""order"": 0}",True,False,,0.0,,4,True,168.0,,,2.67,269.0,275.5,6.5,0,default,EvaluationTrial,Info,confused,indignant,8,20,0
{},False,{},135,2023-12-15 23:13:51,False,,,EvaluationTrial,360,360,True,360,6,5,evaluations,"{""id"": 359, ""word_1"": ""defensive"", ""word_2"": ""encouraging"", ""idx_1"": 10, ""idx_2"": 14, ""order"": 0}",True,False,,0.0,,1,True,167.0,,,1.257,204.0,210.5,6.5,0,default,EvaluationTrial,Info,defensive,encouraging,10,14,0
{},False,{},136,2023-12-15 23:13:53,False,,,EvaluationTrial,87,87,True,87,1,2,evaluations,"{""id"": 86, ""word_1"": ""angry"", ""word_2"": ""curious"", ""idx_1"": 2, ""idx_2"": 9, ""order"": 1}",True,False,,0.0,,3,True,171.0,,,3.086,217.0,223.5,6.5,0,default,EvaluationTrial,Info,angry,curious,2,9,1
{},False,{},137,2023-12-15 23:13:53,False,,,EvaluationTrial,371,371,True,371,3,3,evaluations,"{""id"": 370, ""word_1"": ""defensive"", ""word_2"": ""proud"", ""idx_1"": 10, ""idx_2"": 25, ""order"": 1}",True,False,,0.0,,4,True,170.0,,,2.876,275.5,282.0,6.5,0,default,EvaluationTrial,Info,defensive,proud,10,25,1
{},False,{},138,2023-12-15 23:13:53,False,,,EvaluationTrial,649,649,True,649,6,5,evaluations,"{""id"": 648, ""word_1"": ""irritated"", ""word_2"": ""worried"", ""idx_1"": 21, ""idx_2"": 39, ""order"": 0}",True,False,,0.0,,4,True,169.0,,,2.857,210.5,217.0,6.5,0,default,EvaluationTrial,Info,irritated,worried,21,39,0
{},False,{},139,2023-12-15 23:13:57,False,,,EvaluationTrial,558,558,True,558,6,5,evaluations,"{""id"": 557, ""word_1"": ""frustrated"", ""word_2"": ""sad"", ""idx_1"": 17, ""idx_2"": 30, ""order"": 1}",True,False,,0.0,,4,True,172.0,,,1.132,217.0,223.5,6.5,0,default,EvaluationTrial,Info,frustrated,sad,17,30,1
{},False,{},140,2023-12-15 23:13:57,False,,,EvaluationTrial,4,4,True,4,3,3,evaluations,"{""id"": 3, ""word_1"": ""admiring"", ""word_2"": ""annoyed"", ""idx_1"": 0, ""idx_2"": 3, ""order"": 1}",True,False,,0.0,,1,True,173.0,,,1.798,282.0,288.5,6.5,0,default,EvaluationTrial,Info,admiring,annoyed,0,3,1
{},False,{},141,2023-12-15 23:13:57,False,,,EvaluationTrial,304,304,True,304,1,2,evaluations,"{""id"": 303, ""word_1"": ""confused"", ""word_2"": ""happy"", ""idx_1"": 8, ""idx_2"": 19, ""order"": 1}",True,False,,0.0,,2,True,175.0,,,2.254,223.5,230.0,6.5,0,default,EvaluationTrial,Info,confused,happy,8,19,1
{},False,{},142,2023-12-15 23:13:59,False,,,EvaluationTrial,421,421,True,421,6,5,evaluations,"{""id"": 420, ""word_1"": ""desperate"", ""word_2"": ""grateful"", ""idx_1"": 12, ""idx_2"": 18, ""order"": 1}",True,False,,0.0,,1,True,176.0,,,1.486,223.5,230.0,6.5,0,default,EvaluationTrial,Info,desperate,grateful,12,18,1
